timestamp,pseudonym,event,stage,confidence,entry_hash,details
2026-07-27T23:24:55.576Z,53c692b06abf4ff5,write,sketch,HIGH,7ee6ba6cbeed96b56a92f69d088a57eeb94a5e41f7ba03268be6972465380e78,
